,Company,1,2,3,4,5,6,sum,Period
0,Digi,0.0,700.0,900.0,0.0,0.0,0.0,1600.0,17
1,Profit,0.0,500.0,500.0,600.0,0.0,0.0,1600.0,17
2,Primus,50.0,1000.0,500.0,900.0,0.0,0.0,2450.0,17
3,Best,0.0,800.0,800.0,700.0,200.0,0.0,2500.0,17
4,Mikro,100.0,500.0,1000.0,0.0,0.0,0.0,1600.0,17
