,Company,1,2,3,4,5,6,sum,Period
0,Digi,0.0,0.0,1000.0,700.0,0.0,0.0,1700.0,21
1,Profit,0.0,0.0,500.0,700.0,400.0,0.0,1600.0,21
2,Primus,0.0,600.0,300.0,800.0,400.0,0.0,2100.0,21
3,Best,0.0,400.0,400.0,500.0,500.0,400.0,2200.0,21
4,Mikro,0.0,800.0,800.0,0.0,0.0,0.0,1600.0,21
