,Company,1,2,3,4,5,6,sum,Period
0,Digi,700.0,800.0,800.0,0.0,0.0,0.0,2300.0,14
1,Profit,329.0,658.0,329.0,0.0,0.0,0.0,1316.0,14
2,Primus,600.0,1200.0,500.0,0.0,0.0,0.0,2300.0,14
3,Best,400.0,800.0,500.0,0.0,0.0,0.0,1700.0,14
4,Mikro,500.0,900.0,0.0,0.0,0.0,0.0,1400.0,14
