,Company,1,2,3,4,5,6,sum,Period
0,Digi,0.0,300.0,1000.0,800.0,0.0,0.0,2100.0,23
1,Profit,0.0,50.0,400.0,700.0,500.0,0.0,1650.0,23
2,Primus,0.0,300.0,200.0,700.0,700.0,400.0,2300.0,23
3,Best,0.0,100.0,100.0,500.0,600.0,700.0,2000.0,23
4,Mikro,0.0,500.0,6000.0,0.0,0.0,0.0,6500.0,23
