,Company,1,2,3,4,5,6,sum,Period
0,Digi,0,2,7,1,0,0,9,20
1,Profit,0,6,4,14,0,0,23,20
2,Primus,0,9,3,13,2,0,28,20
3,Best,0,7,3,6,4,1,21,20
4,Mikro,0,5,7,0,0,0,13,20
