,Company,1,2,3,4,5,6,sum,Period
0,Digi,0.0,100.0,800.0,600.0,0.0,0.0,1500.0,22
1,Profit,0.0,0.0,400.0,700.0,500.0,0.0,1600.0,22
2,Primus,0.0,300.0,200.0,600.0,400.0,200.0,1700.0,22
3,Best,0.0,200.0,100.0,400.0,400.0,500.0,1600.0,22
4,Mikro,0.0,500.0,700.0,0.0,0.0,0.0,1200.0,22
