,Company,1,2,3,4,5,6,sum,Period
0,Digi,0.0,700.0,1000.0,0.0,0.0,0.0,1700.0,18
1,Profit,0.0,500.0,500.0,700.0,0.0,0.0,1700.0,18
2,Primus,0.0,700.0,300.0,600.0,200.0,0.0,1800.0,18
3,Best,0.0,800.0,800.0,800.0,300.0,0.0,2700.0,18
4,Mikro,100.0,500.0,900.0,0.0,0.0,0.0,1500.0,18
