,Company,1,2,3,4,5,6,sum,Period
0,Digi,0.0,600.0,800.0,0.0,0.0,0.0,1400.0,16
1,Profit,0.0,900.0,600.0,0.0,0.0,0.0,1500.0,16
2,Primus,0.0,800.0,400.0,700.0,0.0,0.0,1900.0,16
3,Best,0.0,700.0,700.0,300.0,0.0,0.0,1700.0,16
4,Mikro,200.0,600.0,0.0,0.0,0.0,0.0,800.0,16
